Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049431	PA14_45190	WP_003087165.1	putative glycerol kinase	59275	Pseudomonas aeruginosa LESB58	218892639	PLES_39251	WP_003122935.1	putative carbohydrate kinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049430	PA14_45210	WP_003140251.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892640	PLES_39261	WP_003145095.1	putative D-aminopeptidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049429	PA14_45240	WP_003110692.1	putative amino acid permease	59275	Pseudomonas aeruginosa LESB58	218892641	PLES_39271	WP_003110692.1	putative amino acid permease				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049428	PA14_45250	WP_003083150.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892642	PLES_39281	WP_003083150.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049427	PA14_45260	WP_003087156.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892643	PLES_39291	WP_003087156.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049426	PA14_45280	WP_003140253.1	cytochrome c-type biogenesis protein	59275	Pseudomonas aeruginosa LESB58	218892644	PLES_39301	WP_003083145.1	cytochrome c-type biogenesis protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049425	PA14_45290	WP_003140256.1	cytochrome C-type biogenesis protein CcmH	59275	Pseudomonas aeruginosa LESB58	218892645	PLES_39311	WP_003083144.1	cytochrome C-type biogenesis protein CcmH				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049424	PA14_45300	WP_003083138.1	cytochrome C biogenesis protein CcmG	59275	Pseudomonas aeruginosa LESB58	218892646	PLES_39321	WP_003083138.1	cytochrome C biogenesis protein CcmG				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049423	PA14_45310	WP_003107324.1	cytochrome C-type biogenesis protein CcmF	59275	Pseudomonas aeruginosa LESB58	218892647	PLES_39331	WP_003161804.1	cytochrome C-type biogenesis protein CcmF				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049422	PA14_45330	WP_003083137.1	cytochrome c-type biogenesis protein CcmE	59275	Pseudomonas aeruginosa LESB58	218892648	PLES_39341	WP_003083137.1	cytochrome c-type biogenesis protein CcmE				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049421	PA14_45340	WP_003083136.1	putative heme exporter protein	59275	Pseudomonas aeruginosa LESB58	218892649	PLES_39351	WP_003083136.1	putative heme exporter protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049420	PA14_45350	WP_003114290.1	heme exporter protein CcmC	59275	Pseudomonas aeruginosa LESB58	218892650	PLES_39361	WP_023131828.1	heme exporter protein CcmC				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049419	PA14_45370	WP_003083130.1	heme exporter protein CcmB	59275	Pseudomonas aeruginosa LESB58	218892651	PLES_39371	WP_003083130.1	heme exporter protein CcmB				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049418	PA14_45380	WP_003140265.1	cytochrome c biogenesis protein CcmA	59275	Pseudomonas aeruginosa LESB58	218892652	PLES_39381	WP_003161803.1	cytochrome c biogenesis protein CcmA				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049417	PA14_45400	WP_031632544.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892653	PLES_39391	WP_031629906.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049416	PA14_45410	WP_003111332.1	FlhB domain-containing protein	59275	Pseudomonas aeruginosa LESB58	218892654	PLES_39401	WP_003083121.1	putative FlhB domain protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049415	PA14_45430	WP_003111330.1	short chain dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218892657	PLES_39431	WP_003083112.1	short chain dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049414	PA14_45440	WP_003087130.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892658	PLES_39441	WP_003083110.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049413	PA14_45450	WP_003087127.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892659	PLES_39451	WP_003083108.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049412	PA14_45460	WP_003140266.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892660	PLES_39461	WP_003083105.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049411	PA14_45470	WP_003111328.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892661	PLES_39471	WP_003083103.1	putative glutathione S-transferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049410	PA14_45480	WP_003083101.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892662	PLES_39481	WP_003083101.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049409	PA14_45500	WP_003083098.1	putative purine-binding chemotaxis protein	59275	Pseudomonas aeruginosa LESB58	218892663	PLES_39491	WP_003083098.1	putative purine-binding chemotaxis protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049408	PA14_45510	WP_003111327.1	CheW domain-containing protein	59275	Pseudomonas aeruginosa LESB58	218892664	PLES_39501	WP_003083094.1	putative CheW domain protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049407	PA14_45520	WP_003083092.1	putative plasmid partitioning protein	59275	Pseudomonas aeruginosa LESB58	218892665	PLES_39511	WP_003083092.1	putative plasmid partitioning protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049406	PA14_45540	WP_003083090.1	flagellar motor protein MotD	59275	Pseudomonas aeruginosa LESB58	218892666	PLES_39521	WP_012614339.1	flagellar motor protein MotD				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049405	PA14_45560	WP_003083089.1	flagellar motor protein	59275	Pseudomonas aeruginosa LESB58	218892667	PLES_39531	WP_003159935.1	flagellar motor protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049404	PA14_45580	WP_003087115.1	chemotaxis-specific methylesterase	59275	Pseudomonas aeruginosa LESB58	218892668	PLES_39541	WP_003083085.1	chemotaxis-specific methylesterase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049403	PA14_45590	WP_011666718.1	putative two-component sensor	59275	Pseudomonas aeruginosa LESB58	218892669	PLES_39551	WP_003114282.1	putative two-component sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049402	PA14_45610	WP_003083075.1	chemotaxis protein CheZ	59275	Pseudomonas aeruginosa LESB58	218892670	PLES_39561	WP_003083075.1	chemotaxis protein CheZ				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049401	PA14_45620	WP_003087110.1	two-component response regulator CheY	59275	Pseudomonas aeruginosa LESB58	218892671	PLES_39571	WP_003087110.1	two-component response regulator CheY				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049400	PA14_45630	WP_003083070.1	flagellar biosynthesis sigma factor	59275	Pseudomonas aeruginosa LESB58	218892672	PLES_39581	WP_003083070.1	flagellar biosynthesis sigma factor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049399	PA14_45640	WP_003100438.1	flagellar synthesis regulator FleN	59275	Pseudomonas aeruginosa LESB58	218892673	PLES_39591	WP_003100438.1	flagellar synthesis regulator FleN				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049398	PA14_45660	WP_003087102.1	flagellar biosynthesis regulator FlhF	59275	Pseudomonas aeruginosa LESB58	218892674	PLES_39601	WP_003083061.1	flagellar biosynthesis regulator FlhF				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049397	PA14_45680	WP_003083059.1	flagellar biosynthesis protein FlhA	59275	Pseudomonas aeruginosa LESB58	218892675	PLES_39611	WP_003083059.1	flagellar biosynthesis protein FlhA				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049396	PA14_45700	WP_003140275.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892676	PLES_39621	WP_003122942.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049395	PA14_45710	WP_003140276.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892677	PLES_39631	WP_012614340.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049394	PA14_45720	WP_003083056.1	flagellar biosynthesis protein FlhB	59275	Pseudomonas aeruginosa LESB58	218892678	PLES_39641	WP_003083056.1	flagellar biosynthesis protein FlhB				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049393	PA14_45740	WP_003083054.1	flagellar biosynthesis protein FliR	59275	Pseudomonas aeruginosa LESB58	218892679	PLES_39651	WP_003083054.1	flagellar biosynthesis protein FliR				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049392	PA14_45760	WP_003083053.1	flagellar biosynthesis protein FliQ	59275	Pseudomonas aeruginosa LESB58	218892680	PLES_39661	WP_003083053.1	flagellar biosynthesis protein FliQ				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049391	PA14_45770	WP_003083052.1	flagellar biosynthesis protein FliP	59275	Pseudomonas aeruginosa LESB58	218892681	PLES_39671	WP_003083052.1	flagellar biosynthesis protein FliP				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049390	PA14_45780	WP_003083051.1	flagellar protein FliO	59275	Pseudomonas aeruginosa LESB58	218892682	PLES_39681	WP_003083051.1	flagellar protein FliO				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049389	PA14_45790	WP_003083049.1	flagellar motor switch protein	59275	Pseudomonas aeruginosa LESB58	218892683	PLES_39691	WP_003083049.1	flagellar motor switch protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049388	PA14_45800	WP_003083045.1	flagellar motor switch protein FliM	59275	Pseudomonas aeruginosa LESB58	218892684	PLES_39701	WP_003083045.1	flagellar motor switch protein FliM				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049387	PA14_45810	WP_003083042.1	flagellar basal body-associated protein FliL	59275	Pseudomonas aeruginosa LESB58	218892685	PLES_39711	WP_003083042.1	flagellar basal body-associated protein FliL				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049386	PA14_45830	WP_003140280.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892686	PLES_39721	WP_003083038.1	putative flagellar hook-length control protein FliK				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049385	PA14_45840	WP_003083037.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892688	PLES_39741	WP_003083037.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049384	PA14_45850	WP_003087079.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892689	PLES_39751	WP_003083036.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049383	PA14_45870	WP_016254144.1	putative two-component sensor	59275	Pseudomonas aeruginosa LESB58	218892690	PLES_39761	WP_003100453.1	putative two-component sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049382	PA14_45880	WP_003083028.1	putative two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218892691	PLES_39771	WP_003083028.1	putative two-component response regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049381	PA14_45890	WP_003140284.1	putative RND efflux transporter	59275	Pseudomonas aeruginosa LESB58	218892692	PLES_39781	WP_012614341.1	putative Resistance-Nodulation-Cell Division (RND) efflux transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049380	PA14_45910	WP_003140285.1	putative RND efflux membrane fusion protein precursor	59275	Pseudomonas aeruginosa LESB58	218892693	PLES_39791	WP_012614342.1	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049379	PA14_45920	WP_003140286.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892694	PLES_39801	WP_003083022.1	putative periplasmic protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049378	PA14_45930	WP_003083019.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892695	PLES_39811	WP_012614343.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049377	PA14_45940	WP_024082598.1	autoinducer synthesis protein LasI	59275	Pseudomonas aeruginosa LESB58	218892696	PLES_39821	WP_024082598.1	autoinducer synthesis protein LasI				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049376	PA14_45950	WP_003083010.1	regulatory protein RsaL	59275	Pseudomonas aeruginosa LESB58	218892697	PLES_39831	WP_003083010.1	regulatory protein RsaL				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049375	PA14_45960	WP_003100458.1	transcriptional regulator LasR	59275	Pseudomonas aeruginosa LESB58	218892698	PLES_39841	WP_003100458.1	transcriptional regulator LasR				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049374	PA14_45970	WP_003087057.1	putative cation-transporting P-type ATPase	59275	Pseudomonas aeruginosa LESB58	218892699	PLES_39851	WP_003116553.1	putative cation-transporting P-type ATPase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049373	PA14_45980	WP_003140292.1	putative acetyltransferase	59275	Pseudomonas aeruginosa LESB58	218892700	PLES_39861	WP_003082981.1	putative acetyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049372	PA14_46000	YP_791825.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892701	PLES_39871	YP_002441570	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049371	PA14_46010	WP_003140295.1	putative ATP-binding component of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218892702	PLES_39881	WP_023131829.1	putative ATP-binding component of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049370	PA14_46020	WP_003087029.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892703	PLES_39891	WP_003082973.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049369	PA14_46030	WP_009314807.1	putative chemotaxis transducer	59275	Pseudomonas aeruginosa LESB58	218892704	PLES_39901	WP_003100464.1	putative chemotaxis transducer				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049368	PA14_46060	WP_003087025.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892705	PLES_39911	WP_003087025.1	GbuR				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049367	PA14_46070	WP_003087022.1	guanidinobutyrase	59275	Pseudomonas aeruginosa LESB58	218892706	PLES_39921	WP_003082966.1	guanidinobutyrase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049366	PA14_46080	WP_003109911.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892707	PLES_39931	WP_003109911.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049365	PA14_46100	WP_003140298.1	putative transporter	59275	Pseudomonas aeruginosa LESB58	218892708	PLES_39941	WP_003112429.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049364	PA14_46110	WP_003087011.1	putative sodium:solute symport protein	59275	Pseudomonas aeruginosa LESB58	218892709	PLES_39951	WP_003100479.1	putative sodium:solute symport protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049363	PA14_46120	WP_003122953.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892710	PLES_39961	WP_003122953.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049362	PA14_46140	WP_003087009.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892711	PLES_39971	WP_003087009.1	putative oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049361	PA14_46150	WP_003082954.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892712	PLES_39981	WP_012614344.1	putative hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049360	PA14_46160	YP_791837.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892713	PLES_39991	YP_002441582	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049359	PA14_46170	WP_003087005.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892714	PLES_40001	WP_003082949.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049358	PA14_46180	WP_003105421.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892715	PLES_40011	WP_003105421.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049357	PA14_46200	WP_003122956.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892716	PLES_40021	WP_003082945.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049356	PA14_46220	WP_003140299.1	putative periplasmic spermidine/putrescine-binding protein	59275	Pseudomonas aeruginosa LESB58	218892717	PLES_40031	WP_003082943.1	putative periplasmic spermidine/putrescine-binding protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049355	PA14_46230	WP_003140300.1	acetylpolyamine aminohydrolase	59275	Pseudomonas aeruginosa LESB58	218892718	PLES_40041	WP_004348897.1	acetylpolyamine aminohydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049354	PA14_46240	WP_003140301.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892719	PLES_40051	WP_004348894.1	putative mechanosensitive ion channel family protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049353	PA14_46250	WP_003086994.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892720	PLES_40061	WP_003112422.1	putative SAM-dependent methyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049352	PA14_46260	WP_003140302.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892721	PLES_40071	WP_003082932.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049351	PA14_46270	WP_016254142.1	putative helicase	59275	Pseudomonas aeruginosa LESB58	218892722	PLES_40081	WP_023105449.1	putative helicase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049350	PA14_46280	WP_003082927.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892723	PLES_40091	WP_003082927.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049349	PA14_46290	WP_003140307.1	TetR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892724	PLES_40101	WP_003159910.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049348	PA14_46300	WP_003140309.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892725	PLES_40111	WP_003082920.1	putative O-methyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049347	PA14_46310	WP_003140311.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892726	PLES_40121	WP_003145185.1	putative ester cyclase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049346	PA14_46320	WP_003140313.1	putative pyruvate carboxylase	59275	Pseudomonas aeruginosa LESB58	218892727	PLES_40131	WP_012614346.1	putative pyruvate carboxylase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049345	PA14_46330	WP_003140315.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218892728	PLES_40141	WP_012614347.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049344	PA14_46340	WP_003086981.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892729	PLES_40151	WP_003082903.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049343	PA14_46360	WP_003086978.1	putative two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218892730	PLES_40161	WP_003159906.1	putative two-component response regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049342	PA14_46370	WP_003140316.1	putative two-component sensor	59275	Pseudomonas aeruginosa LESB58	218892731	PLES_40171	WP_012614348.1	putative two-component sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049341	PA14_46380	WP_003086969.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892732	PLES_40181	WP_003086969.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116049340	PA14_46390	WP_003140317.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218892733	PLES_40191	WP_010792040.1	hypothetical protein				
