Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57945	Pseudomonas aeruginosa PAO1	15598876	PA3680	NP_252370.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890043	PLES_13041	WP_003453660.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598877	PA3681	NP_252371.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890042	PLES_13031	WP_003453661.1	putative inner membrane protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598878	PA3682	NP_252372.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890041	PLES_13021	WP_003117473.1	putative carboxyvinyl-carboxyphosphonate phosphorylmutase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598879	PA3683	NP_252373.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890040	PLES_13011	WP_003098658.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598880	PA3684	NP_252374.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890039	PLES_13001	WP_003098661.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598881	PA3685	NP_252375.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890038	PLES_12991	WP_012613672.1	putative protease with chaperone activity				
rbb	57945	Pseudomonas aeruginosa PAO1	15598882	PA3686	NP_252376.1	adenylate kinase	59275	Pseudomonas aeruginosa LESB58	218890037	PLES_12981	WP_003092485.1	adenylate kinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598883	PA3687	NP_252377.1	phosphoenolpyruvate carboxylase	59275	Pseudomonas aeruginosa LESB58	218890036	PLES_12971	WP_012613671.1	phosphoenolpyruvate carboxylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598884	PA3688	NP_252378.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890035	PLES_12961	WP_003092488.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598885	PA3689	NP_252379.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218890034	PLES_12951	WP_003103716.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598886	PA3690	NP_252380.1	metal-transporting P-type ATPase	59275	Pseudomonas aeruginosa LESB58	218890033	PLES_12941	WP_023120304.1	putative metal-transporting P-type ATPase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598887	PA3691	NP_252381.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890032	PLES_12931	WP_003092495.1	putative lipoprotein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598888	PA3692	NP_252382.1	Lipotoxon F, LptF	59275	Pseudomonas aeruginosa LESB58	218890031	PLES_12921	WP_003092499.1	putative outer membrane protein precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15598889	PA3693	NP_252383.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890030	PLES_12911	WP_003092502.1	putative phophatase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598890	PA3694	NP_252384.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890029	PLES_12901	WP_003092509.1	putative lipoprotein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598891	PA3695	NP_252385.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890028	PLES_12891	WP_003103721.1	putative hydrolase, alpha/beta family				
rbb	57945	Pseudomonas aeruginosa PAO1	15598892	PA3696	NP_252386.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890027	PLES_12881	WP_003113847.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598893	PA3697	NP_252387.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890026	PLES_12871	WP_003092515.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598894	PA3698	NP_252388.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890025	PLES_12861	WP_003103725.1	putative lipoprotein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598895	PA3699	NP_252389.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218890024	PLES_12851	WP_003092520.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598896	PA3700	NP_252390.1	lysyl-tRNA synthetase	59275	Pseudomonas aeruginosa LESB58	218890023	PLES_12841	WP_003103728.1	lysyl-tRNA synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	308198348	PA3701	YP_003933612	peptide chain release factor I	59275	Pseudomonas aeruginosa LESB58	218890021	PLES_12821	WP_003092527.1	putative peptide chain release factor 2				
rbb	57945	Pseudomonas aeruginosa PAO1	15598897	PA3702	NP_252391.1	two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218890020	PLES_12811	WP_003103734.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598900	PA3705	NP_252394.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890019	PLES_12771	WP_003103738.1	CheW domain protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598901	PA3706	NP_252395.1	protein methyltransferase	59275	Pseudomonas aeruginosa LESB58	218890018	PLES_12761	WP_012613668.1	putative protein methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598902	PA3707	NP_252396.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890017	PLES_12751	WP_003106290.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598903	PA3708	NP_252397.1	chemotaxis transducer	59275	Pseudomonas aeruginosa LESB58	218890016	PLES_12741	WP_003106291.1	putative chemotaxis transducer				
rbb	57945	Pseudomonas aeruginosa PAO1	15598904	PA3709	NP_252398.1	major facilitator superfamily (MFS) transporter	59275	Pseudomonas aeruginosa LESB58	218890015	PLES_12731	WP_003106293.1	putative major facilitator superfamily (MFS) transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15598905	PA3710	NP_252399.1	GMC-type oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218890014	PLES_12721	WP_012613667.1	putative GMC-type oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598906	PA3711	NP_252400.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218890013	PLES_12711	WP_003092552.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598907	PA3712	NP_252401.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890012	PLES_12701	WP_012613666.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598908	PA3713	NP_252402.1	spermidine dehydrogenase, SpdH	59275	Pseudomonas aeruginosa LESB58	218890011	PLES_12691	WP_003113842.1	spermidine dehydrogenase, SpdH				
rbb	57945	Pseudomonas aeruginosa PAO1	15598909	PA3714	NP_252403.1	two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218890010	PLES_12681	WP_003092560.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598910	PA3715	NP_252404.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890009	PLES_12671	WP_003113840.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598911	PA3716	NP_252405.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890008	PLES_12661	WP_003113839.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598912	PA3717	NP_252406.1	peptidyl-prolyl cis-trans isomerase, FkbP-type	59275	Pseudomonas aeruginosa LESB58	218890007	PLES_12651	WP_003092567.1	putative peptidyl-prolyl cis-trans isomerase, FkbP-type				
rbb	57945	Pseudomonas aeruginosa PAO1	15598913	PA3718	NP_252407.1	major facilitator superfamily (MFS) transporter	59275	Pseudomonas aeruginosa LESB58	218890006	PLES_12641	WP_012613665.1	putative major facilitator superfamily (MFS) transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15598914	PA3719	NP_252408.1	antirepressor for MexR, ArmR	59275	Pseudomonas aeruginosa LESB58	218890005	PLES_12631	WP_003100689.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	308154505	PA3720	NP_252409.2	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890004	PLES_12621	WP_003100688.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598916	PA3721	NP_252410.1	NalC	59275	Pseudomonas aeruginosa LESB58	218890003	PLES_12611	WP_003117466.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598917	PA3722	NP_252411.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218890002	PLES_12601	WP_003100685.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598918	PA3723	NP_252412.1	FMN oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218890001	PLES_12591	WP_003100683.1	putative FMN oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598919	PA3724	NP_252413.1	elastase LasB	59275	Pseudomonas aeruginosa LESB58	218890000	PLES_12581	WP_003113835.1	elastase LasB				
rbb	57945	Pseudomonas aeruginosa PAO1	15598920	PA3725	NP_252414.1	single-stranded-DNA-specific exonuclease RecJ	59275	Pseudomonas aeruginosa LESB58	218889999	PLES_12571	WP_003100681.1	single-stranded-DNA-specific exonuclease RecJ				
rbb	57945	Pseudomonas aeruginosa PAO1	15598921	PA3726	NP_252415.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889998	PLES_12561	WP_003092594.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598922	PA3727	NP_252416.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889997	PLES_12551	WP_003100680.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598923	PA3728	NP_252417.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889996	PLES_12541	WP_012613664.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598924	PA3729	NP_252418.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889995	PLES_12531	WP_003119319.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598925	PA3730	NP_252419.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889994	PLES_12521	WP_003100672.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598926	PA3731	NP_252420.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889993	PLES_12511	WP_003092609.1	putative phage shock protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598927	PA3732	NP_252421.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889992	PLES_12501	WP_003092612.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598928	PA3733	NP_252422.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889991	PLES_12491	WP_003453697.1	putative carnitine dehydratase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598929	PA3734	NP_252423.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889988	PLES_12461	WP_024082439.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598930	PA3735	NP_252424.1	threonine synthase	59275	Pseudomonas aeruginosa LESB58	218889987	PLES_12451	WP_003092622.1	threonine synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598931	PA3736	NP_252425.1	homoserine dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218889986	PLES_12441	WP_003109642.1	homoserine dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598932	PA3737	NP_252426.1	thiol:disulfide interchange protein DsbC	59275	Pseudomonas aeruginosa LESB58	218889985	PLES_12431	WP_003092626.1	thiol:disulfide interchange protein DsbC				
rbb	57945	Pseudomonas aeruginosa PAO1	15598933	PA3738	NP_252427.1	site-specific tyrosine recombinase XerD	59275	Pseudomonas aeruginosa LESB58	218889984	PLES_12421	WP_003092629.1	site-specific tyrosine recombinase XerD				
rbb	57945	Pseudomonas aeruginosa PAO1	15598934	PA3739	NP_252428.1	sodium/hydrogen antiporter	59275	Pseudomonas aeruginosa LESB58	218889983	PLES_12411	WP_003100653.1	putative sodium/hydrogen antiporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15598935	PA3740	NP_252429.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889982	PLES_12401	WP_003100649.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598936	PA3741	NP_252430.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889981	PLES_12391	WP_003092635.1	putative ong-chain acyl-CoA thioester hydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598937	PA3742	NP_252431.1	50S ribosomal protein L19	59275	Pseudomonas aeruginosa LESB58	218889980	PLES_12381	WP_003092637.1	50S ribosomal protein L19				
rbb	57945	Pseudomonas aeruginosa PAO1	15598938	PA3743	NP_252432.1	tRNA (guanine-N(1)-)-methyltransferase	59275	Pseudomonas aeruginosa LESB58	218889979	PLES_12371	WP_003119312.1	tRNA (guanine-N(1)-)-methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598939	PA3744	NP_252433.1	16S rRNA-processing protein RimM	59275	Pseudomonas aeruginosa LESB58	218889978	PLES_12361	WP_009313500.1	16S rRNA-processing protein RimM				
rbb	57945	Pseudomonas aeruginosa PAO1	15598940	PA3745	NP_252434.1	30S ribosomal protein S16	59275	Pseudomonas aeruginosa LESB58	218889977	PLES_12351	WP_003092643.1	30S ribosomal protein S16				
rbb	57945	Pseudomonas aeruginosa PAO1	15598941	PA3746	NP_252435.1	signal recognition particle protein Ffh	59275	Pseudomonas aeruginosa LESB58	218889976	PLES_12341	WP_003092645.1	signal recognition particle protein Ffh				
rbb	57945	Pseudomonas aeruginosa PAO1	15598942	PA3747	NP_252436.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889975	PLES_12331	WP_003092649.1	putative ABC-type transport permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15598943	PA3748	NP_252437.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889974	PLES_12321	WP_003111904.1	putative hemolysin containing a CBS domain				
rbb	57945	Pseudomonas aeruginosa PAO1	15598944	PA3749	NP_252438.1	major facilitator superfamily (MFS) transporter	59275	Pseudomonas aeruginosa LESB58	218889973	PLES_12311	WP_003113829.1	putative major facilitator superfamily (MFS) transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15598945	PA3750	NP_252439.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889972	PLES_12301	WP_003122122.1	putative Lysophospholipase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598946	PA3751	NP_252440.1	phosphoribosylglycinamide formyltransferase 2	59275	Pseudomonas aeruginosa LESB58	218889971	PLES_12291	WP_003092658.1	phosphoribosylglycinamide formyltransferase 2				
rbb	57945	Pseudomonas aeruginosa PAO1	15598947	PA3752	NP_252441.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889970	PLES_12281	WP_003092660.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598948	PA3753	NP_252442.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889969	PLES_12271	WP_003092662.1	putative acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598949	PA3754	NP_252443.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889968	PLES_12261	WP_003092664.1	putative NUDIX hydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598950	PA3755	NP_252444.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889967	PLES_12251	WP_003092665.1	MutT/nudix family protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598951	PA3756	NP_252445.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889966	PLES_12241	WP_003092667.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598952	PA3757	NP_252446.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218889965	PLES_12231	WP_003092669.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598953	PA3758	NP_252447.1	N-acetylglucosamine-6-phosphate deacetylase	59275	Pseudomonas aeruginosa LESB58	218889964	PLES_12221	WP_003113826.1	putative N-acetylglucosamine-6-phosphate deacetylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598954	PA3759	NP_252448.1	aminotransferase	59275	Pseudomonas aeruginosa LESB58	218889963	PLES_12211	WP_003119309.1	putative aminotransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598955	PA3760	NP_252449.1	N-acetyl-D-glucosamine phosphotransferase system transporter	59275	Pseudomonas aeruginosa LESB58	218889962	PLES_12201	WP_003117450.1	putative phosphotransferase protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598956	PA3761	NP_252450.1	N-acetyl-D-glucosamine phosphotransferase system transporter	59275	Pseudomonas aeruginosa LESB58	218889961	PLES_12191	WP_003117449.1	putative phosphotransferase system protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598957	PA3762	NP_252451.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889960	PLES_12181	WP_003092679.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598958	PA3763	NP_252452.1	phosphoribosylformylglycinamidine synthase	59275	Pseudomonas aeruginosa LESB58	218889958	PLES_12161	WP_003104809.1	phosphoribosylformylglycinamidine synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598959	PA3764	NP_252453.1	transglycosylase	59275	Pseudomonas aeruginosa LESB58	218889957	PLES_12151	WP_003104806.1	putative transglycosylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598960	PA3765	NP_252454.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889956	PLES_12141	WP_003122118.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598961	PA3766	NP_252455.1	aromatic amino acid transporter	59275	Pseudomonas aeruginosa LESB58	218889955	PLES_12131	WP_012613661.1	putative aromatic amino acid transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15598962	PA3767	NP_252456.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889954	PLES_12121	WP_031627586.1	putative Cytosine/adenosine deaminase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598963	PA3768	NP_252457.1	metallo-oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218889953	PLES_12111	WP_003122117.1	putative metallo-oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598964	PA3769	NP_252458.1	GMP synthase	59275	Pseudomonas aeruginosa LESB58	218889947	PLES_12051	WP_003105901.1	GMP synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598965	PA3770	NP_252459.1	inosine 5'-monophosphate dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218889946	PLES_12041	WP_003092702.1	inosine 5'-monophosphate dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598966	PA3771	NP_252460.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218889945	PLES_12031	WP_012613656.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598967	PA3772	NP_252461.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889944	PLES_12021	WP_003119303.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598968	PA3773	NP_252462.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889943	PLES_12011	WP_003118317.1	putative permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15598969	PA3774	NP_252463.1	acetylpolyamine aminohydrolase	59275	Pseudomonas aeruginosa LESB58	218889942	PLES_12001	WP_003105893.1	putative acetylpolyamine aminohydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15598970	PA3775	NP_252464.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889941	PLES_11991	WP_031628575.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598971	PA3776	NP_252465.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218889940	PLES_11981	WP_012613655.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598972	PA3777	NP_252466.1	exodeoxyribonuclease VII large subunit	59275	Pseudomonas aeruginosa LESB58	218889939	PLES_11971	WP_012613654.1	exodeoxyribonuclease VII large subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15598973	PA3778	NP_252467.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218889938	PLES_11961	WP_003092728.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15598974	PA3779	NP_252468.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889937	PLES_11951	WP_003105399.1	putative TRAP-type C4-dicarboxylate transport				
rbb	57945	Pseudomonas aeruginosa PAO1	15598975	PA3780	NP_252469.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218889936	PLES_11941	WP_003105397.1	putative TRAP-type C4-dicarboxylate transport protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15598976	PA3781	NP_252470.1	transporter	59275	Pseudomonas aeruginosa LESB58	218889935	PLES_11931	WP_024082435.1	putative transporter				
